  2.0000e+12   4   8.9897e+07   0.0000e+00   0.0000e+00   2.1132e+04   1.000000e+00   8.812747e-01   2.1132e+04   0.0000e+00   0.0000e+00 
  2.0000e+12   3   1.3423e+08   0.0000e+00   0.0000e+00   1.4998e+04   9.999999e-01   3.968760e-01   1.4998e+04   0.0000e+00   0.0000e+00 
  2.0000e+12   1   4.7669e+08   0.0000e+00   0.0000e+00   7.6686e+03   9.999999e-01   8.837703e-01   7.6686e+03   0.0000e+00   0.0000e+00 
  2.0000e+12   2   4.7630e+08   0.0000e+00   0.0000e+00   7.6525e+03   9.999999e-01   8.837360e-01   7.6524e+03   0.0000e+00   0.0000e+00 
  4.0000e+12   4   1.8333e+08   0.0000e+00   0.0000e+00   2.1543e+04   9.999999e-01   8.745795e-01   2.1543e+04   0.0000e+00   0.0000e+00 
  4.0000e+12   3   2.6781e+08   0.0000e+00   0.0000e+00   1.4957e+04   9.999999e-01   4.009706e-01   1.4957e+04   0.0000e+00   0.0000e+00 
  4.0000e+12   1   7.0716e+08   0.0000e+00   0.0000e+00   9.5029e+03   9.999998e-01   8.656853e-01   9.5029e+03   0.0000e+00   0.0000e+00 
  4.0000e+12   2   7.0701e+08   0.0000e+00   0.0000e+00   9.4983e+03   9.999998e-01   8.656808e-01   9.4983e+03   0.0000e+00   0.0000e+00 
  6.0000e+12   6   2.7598e+08   0.0000e+00   0.0000e+00   2.1612e+04   9.999999e-01   8.665265e-01   2.1612e+04   0.0000e+00   0.0000e+00 
  6.0000e+12   5   4.0158e+08   0.0000e+00   0.0000e+00   1.4946e+04   9.999998e-01   4.030020e-01   1.4946e+04   0.0000e+00   0.0000e+00 
  6.0000e+12   2   1.1665e+09   0.0000e+00   0.0000e+00   4.1786e+03   9.999994e-01   5.634372e-07   4.1786e+03   0.0000e+00   0.0000e+00 
  6.0000e+12   1   1.1672e+09   0.0000e+00   0.0000e+00   4.1843e+03   9.999994e-01   3.666812e-08   4.1842e+03   0.0000e+00   0.0000e+00 
  6.0000e+12   3   9.0785e+08   0.0000e+00   0.0000e+00   1.0330e+04   9.999997e-01   8.560757e-01   1.0330e+04   0.0000e+00   0.0000e+00 
  6.0000e+12   4   9.0776e+08   0.0000e+00   0.0000e+00   1.0328e+04   9.999997e-01   8.560783e-01   1.0328e+04   0.0000e+00   0.0000e+00 
  8.0000e+12   6   3.6848e+08   0.0000e+00   0.0000e+00   2.1630e+04   9.999998e-01   8.557864e-01   2.1630e+04   0.0000e+00   0.0000e+00 
  8.0000e+12   5   5.3544e+08   0.0000e+00   0.0000e+00   1.4936e+04   9.999998e-01   4.052452e-01   1.4936e+04   0.0000e+00   0.0000e+00 
  8.0000e+12   2   1.5664e+09   0.0000e+00   0.0000e+00   5.6895e+03   9.999994e-01   2.070042e-08   5.6895e+03   0.0000e+00   0.0000e+00 
  8.0000e+12   1   1.5668e+09   0.0000e+00   0.0000e+00   5.6922e+03   9.999994e-01   1.065712e-08   5.6922e+03   0.0000e+00   0.0000e+00 
  8.0000e+12   3   1.0979e+09   0.0000e+00   0.0000e+00   1.0658e+04   9.999997e-01   8.512125e-01   1.0658e+04   0.0000e+00   0.0000e+00 
  8.0000e+12   4   1.0978e+09   0.0000e+00   0.0000e+00   1.0656e+04   9.999997e-01   8.512137e-01   1.0656e+04   0.0000e+00   0.0000e+00 
  1.0000e+13   6   4.6094e+08   0.0000e+00   0.0000e+00   2.1630e+04   9.999998e-01   8.423275e-01   2.1630e+04   0.0000e+00   0.0000e+00 
  1.0000e+13   5   6.6940e+08   0.0000e+00   0.0000e+00   1.4925e+04   9.999997e-01   4.080050e-01   1.4925e+04   0.0000e+00   0.0000e+00 
  1.0000e+13   2   1.8961e+09   0.0000e+00   0.0000e+00   6.3680e+03   9.999993e-01   2.283551e-08   6.3680e+03   0.0000e+00   0.0000e+00 
  1.0000e+13   1   1.8964e+09   0.0000e+00   0.0000e+00   6.3696e+03   9.999993e-01   3.289677e-09   6.3696e+03   0.0000e+00   0.0000e+00 
  1.0000e+13   3   1.2850e+09   0.0000e+00   0.0000e+00   1.0678e+04   9.999996e-01   8.488028e-01   1.0678e+04   0.0000e+00   0.0000e+00 
  1.0000e+13   4   1.2850e+09   0.0000e+00   0.0000e+00   1.0677e+04   9.999996e-01   8.488027e-01   1.0677e+04   0.0000e+00   0.0000e+00 
