  2.0000e+12   3  -1.3423e+08   0.0000e+00   0.0000e+00  -1.4998e+04   9.999999e-01   6.031233e-01  -1.4998e+04   0.0000e+00   0.0000e+00 
  2.0000e+12   4  -8.9897e+07   0.0000e+00   0.0000e+00  -2.1132e+04   1.000000e+00   1.187248e-01  -2.1132e+04   0.0000e+00   0.0000e+00 
  2.0000e+12   1  -4.7669e+08   0.0000e+00   0.0000e+00  -7.6686e+03   9.999999e-01   1.162281e-01  -7.6686e+03   0.0000e+00   0.0000e+00 
  2.0000e+12   2  -4.7630e+08   0.0000e+00   0.0000e+00  -7.6524e+03   9.999999e-01   1.162623e-01  -7.6524e+03   0.0000e+00   0.0000e+00 
  4.0000e+12   3  -2.6781e+08   0.0000e+00   0.0000e+00  -1.4957e+04   9.999999e-01   5.990280e-01  -1.4957e+04   0.0000e+00   0.0000e+00 
  4.0000e+12   4  -1.8333e+08   0.0000e+00   0.0000e+00  -2.1543e+04   9.999999e-01   1.254194e-01  -2.1543e+04   0.0000e+00   0.0000e+00 
  4.0000e+12   1  -7.0716e+08   0.0000e+00   0.0000e+00  -9.5029e+03   9.999998e-01   1.343122e-01  -9.5029e+03   0.0000e+00   0.0000e+00 
  4.0000e+12   2  -7.0701e+08   0.0000e+00   0.0000e+00  -9.4983e+03   9.999998e-01   1.343168e-01  -9.4983e+03   0.0000e+00   0.0000e+00 
  6.0000e+12   5  -4.0158e+08   0.0000e+00   0.0000e+00  -1.4946e+04   9.999998e-01   5.969959e-01  -1.4946e+04   0.0000e+00   0.0000e+00 
  6.0000e+12   6  -2.7598e+08   0.0000e+00   0.0000e+00  -2.1612e+04   9.999999e-01   1.334720e-01  -2.1612e+04   0.0000e+00   0.0000e+00 
  6.0000e+12   2  -1.1665e+09   0.0000e+00   0.0000e+00  -4.1786e+03   9.999994e-01   9.999918e-01  -4.1786e+03   0.0000e+00   0.0000e+00 
  6.0000e+12   1  -1.1672e+09   0.0000e+00   0.0000e+00  -4.1842e+03   9.999994e-01   9.999924e-01  -4.1842e+03   0.0000e+00   0.0000e+00 
  6.0000e+12   3  -9.0785e+08   0.0000e+00   0.0000e+00  -1.0330e+04   9.999997e-01   1.439211e-01  -1.0330e+04   0.0000e+00   0.0000e+00 
  6.0000e+12   4  -9.0776e+08   0.0000e+00   0.0000e+00  -1.0328e+04   9.999997e-01   1.439185e-01  -1.0328e+04   0.0000e+00   0.0000e+00 
  8.0000e+12   5  -5.3544e+08   0.0000e+00   0.0000e+00  -1.4936e+04   9.999998e-01   5.947520e-01  -1.4936e+04   0.0000e+00   0.0000e+00 
  8.0000e+12   6  -3.6848e+08   0.0000e+00   0.0000e+00  -2.1630e+04   9.999998e-01   1.442115e-01  -2.1630e+04   0.0000e+00   0.0000e+00 
  8.0000e+12   2  -1.5664e+09   0.0000e+00   0.0000e+00  -5.6895e+03   9.999994e-01   9.999925e-01  -5.6895e+03   0.0000e+00   0.0000e+00 
  8.0000e+12   1  -1.5668e+09   0.0000e+00   0.0000e+00  -5.6922e+03   9.999994e-01   9.999925e-01  -5.6922e+03   0.0000e+00   0.0000e+00 
